person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_int_rate,person_emp_length
25,29000,RENT,MEDICAL,B,1000,1,0.03,N,2,11.99,9.0
24,35000,RENT,DEBTCONSOLIDATION,A,12000,1,0.34,N,2,6.54,1.0
23,42000,RENT,VENTURE,C,5000,1,0.12,N,3,14.180000000000001,0.0
23,16000,MORTGAGE,MEDICAL,C,2275,0,0.14,Y,3,13.06,3.0000000000000004
24,65000,RENT,MEDICAL,A,12000,0,0.18,N,3,8.9,5.0
21,70553,MORTGAGE,MEDICAL,D,10000,1,0.12,N,3,15.279999999999998,2.0
26,34000,RENT,PERSONAL,D,5500,0,0.16,Y,3,16.89,3.0000000000000004
21,25000,MORTGAGE,PERSONAL,B,3600,0,0.14,N,4,9.91,2.0
24,49278,RENT,DEBTCONSOLIDATION,C,11000,0,0.22,Y,2,13.22,4.0
24,52000,MORTGAGE,VENTURE,A,3500,0,0.07,N,3,6.76,3.0000000000000004
21,27600,OWN,EDUCATION,C,1000,0,0.04,Y,3,15.269999999999998,3.0000000000000004
26,59500,MORTGAGE,DEBTCONSOLIDATION,A,12000,0,0.2,N,4,6.62,9.0
25,64000,RENT,DEBTCONSOLIDATION,E,20000,1,0.31,Y,4,18.098000000000003,0.0
22,33000,RENT,MEDICAL,C,1400,0,0.04,Y,3,14.27,1.0
24,106000,RENT,HOMEIMPROVEMENT,B,13000,1,0.12,N,4,12.69,6.000000000000001
22,28000,RENT,PERSONAL,B,6900,0,0.25,N,3,9.99,5.0
25,20000,RENT,MEDICAL,A,12000,1,0.6,N,2,8.07,1.0
21,60000,RENT,MEDICAL,B,10000,0,0.17,N,4,12.18,5.0
22,38000,MORTGAGE,EDUCATION,A,1950,0,0.05,N,4,7.37,4.0
21,37423,RENT,MEDICAL,A,2800,0,0.07,N,4,7.88,5.0
23,55000,RENT,VENTURE,C,12300,0,0.22,N,2,13.195999999999998,0.0
22,74476,MORTGAGE,EDUCATION,A,5000,1,0.07,N,2,8.49,6.000000000000001
24,56000,MORTGAGE,EDUCATION,A,12000,0,0.21,N,2,6.82,8.0
25,45000,RENT,DEBTCONSOLIDATION,C,10000,0,0.22,Y,3,12.98,0.0
23,24000,MORTGAGE,MEDICAL,B,1375,1,0.06,N,3,11.110000000000001,5.0
25,100000,RENT,PERSONAL,C,20000,0,0.2,Y,3,13.06,9.0
24,48000,MORTGAGE,VENTURE,B,5500,0,0.11,N,3,11.36,2.0
22,61200,MORTGAGE,MEDICAL,E,16000,1,0.22,N,4,16.45,6.000000000000001
24,43995,RENT,EDUCATION,C,7400,1,0.17,Y,3,13.99,4.800000000000001
24,95000,OWN,PERSONAL,C,10000,0,0.11,N,4,15.23,4.0
23,38000,RENT,EDUCATION,A,7500,0,0.2,N,3,7.88,0.0
22,103000,MORTGAGE,EDUCATION,D,15000,0,0.15,N,3,15.99,7.0
23,85000,RENT,VENTURE,C,12000,0,0.14,Y,2,13.16,2.0
23,75000,RENT,EDUCATION,A,13200,0,0.18,N,3,6.17,3.0000000000000004
22,28500,MORTGAGE,MEDICAL,A,8500,0,0.3,N,3,7.68,1.0
23,74800,MORTGAGE,MEDICAL,C,8400,1,0.1,N,4,14.649999999999999,4.0
24,57000,MORTGAGE,MEDICAL,F,20000,1,0.35,Y,3,19.13,8.0
23,15600,RENT,VENTURE,A,4500,1,0.29,N,3,5.99,1.0
23,50000,RENT,PERSONAL,A,10000,0,0.2,N,2,8.94,5.0
25,78000,MORTGAGE,DEBTCONSOLIDATION,D,8000,1,0.1,N,4,16.0,9.0
25,75996,MORTGAGE,DEBTCONSOLIDATION,B,10000,0,0.13,N,3,11.99,9.0
23,60000,OWN,PERSONAL,B,8000,0,0.13,N,3,12.529999999999998,0.0
26,38000,MORTGAGE,HOMEIMPROVEMENT,D,15000,0,0.39,N,3,15.329999999999998,10.0
22,175000,MORTGAGE,MEDICAL,B,18000,0,0.1,N,3,11.466000000000001,6.000000000000001
23,48000,RENT,EDUCATION,A,4800,0,0.1,N,2,7.9,6.000000000000001
24,42000,MORTGAGE,DEBTCONSOLIDATION,A,11000,0,0.26,N,4,5.42,9.0
25,95950,RENT,PERSONAL,B,17500,0,0.18,N,3,11.71,2.0
25,84000,MORTGAGE,MEDICAL,B,5000,0,0.06,N,2,10.99,9.0
23,37500,RENT,DEBTCONSOLIDATION,C,8000,0,0.21,N,4,14.26,2.0
25,49000,RENT,DEBTCONSOLIDATION,A,10000,1,0.2,N,2,6.62,9.0
23,52800,RENT,VENTURE,C,14000,0,0.27,N,4,14.27,4.0
23,33500,RENT,MEDICAL,E,2500,1,0.07,Y,4,15.679999999999998,2.0
22,60000,MORTGAGE,DEBTCONSOLIDATION,A,5000,0,0.08,N,3,6.54,5.800000000000002
23,70000,MORTGAGE,PERSONAL,A,13000,0,0.19,N,3,5.42,7.0
22,38000,RENT,EDUCATION,C,10000,0,0.26,Y,2,13.49,5.0
25,28800,RENT,EDUCATION,A,5000,0,0.17,N,4,8.9,0.0
23,114600,MORTGAGE,PERSONAL,C,10000,0,0.09,Y,4,13.06,7.0
25,63000,MORTGAGE,PERSONAL,C,3000,0,0.05,Y,2,13.47,3.0000000000000004
23,65000,MORTGAGE,VENTURE,A,7000,0,0.11,N,4,7.9,3.0000000000000004
22,57175,RENT,EDUCATION,F,16000,1,0.28,Y,2,17.15,6.000000000000001
22,24000,OWN,VENTURE,B,2500,0,0.1,N,2,10.59,3.0000000000000004
24,67000,RENT,PERSONAL,C,20000,0,0.3,Y,3,13.479999999999999,5.0
21,36000,RENT,MEDICAL,D,4500,1,0.13,N,4,17.27,1.0
23,67150,MORTGAGE,MEDICAL,D,10000,1,0.13,N,2,16.319999999999997,5.0
23,31200,RENT,PERSONAL,C,3200,0,0.1,Y,2,13.49,0.0
24,45000,MORTGAGE,EDUCATION,C,10625,1,0.24,N,4,14.27,0.0
23,67000,OWN,VENTURE,A,3250,0,0.05,N,4,6.76,1.0
23,112800,MORTGAGE,EDUCATION,B,35000,0,0.31,N,2,10.886000000000001,3.0000000000000004
24,29000,RENT,MEDICAL,C,6000,0,0.21,N,2,15.269999999999998,5.0
24,22000,OWN,EDUCATION,D,3000,0,0.14,N,2,16.0,1.0
23,29004,OWN,VENTURE,C,2000,0,0.07,N,3,13.16,1.0
24,80000,MORTGAGE,PERSONAL,A,9000,0,0.11,N,2,6.394,8.0
26,35000,RENT,MEDICAL,A,6600,0,0.19,N,3,8.59,0.0
26,52000,OWN,DEBTCONSOLIDATION,D,5000,0,0.1,Y,4,15.65,10.0
24,70399,RENT,MEDICAL,A,1000,0,0.01,N,3,8.59,0.0
21,18000,RENT,MEDICAL,B,1500,1,0.08,N,3,12.18,5.0
23,103240,MORTGAGE,VENTURE,A,4000,0,0.04,N,3,7.42,0.0
25,54000,RENT,DEBTCONSOLIDATION,C,19000,1,0.35,Y,2,12.588,8.0
23,85000,RENT,EDUCATION,A,10000,0,0.12,N,3,6.17,5.0
22,66000,MORTGAGE,VENTURE,B,10000,0,0.15,N,4,11.49,6.000000000000001
22,49000,MORTGAGE,VENTURE,B,8500,0,0.17,N,3,12.529999999999998,2.0
21,47580,MORTGAGE,EDUCATION,A,14000,0,0.29,N,2,6.029999999999999,5.0
26,30000,RENT,MEDICAL,C,5000,0,0.17,Y,4,14.024000000000001,4.0
23,30000,RENT,EDUCATION,C,8400,0,0.28,N,3,14.649999999999999,0.0
21,24996,RENT,MEDICAL,E,5000,1,0.2,N,4,16.45,2.0
22,44004,MORTGAGE,EDUCATION,D,9000,1,0.2,N,4,14.11,3.0000000000000004
23,32000,MORTGAGE,EDUCATION,A,1200,0,0.04,N,2,7.68,4.0
24,88000,MORTGAGE,DEBTCONSOLIDATION,G,25000,1,0.28,Y,2,18.84,2.0
24,45600,MORTGAGE,EDUCATION,A,7200,0,0.16,N,2,6.91,0.0
23,95000,RENT,EDUCATION,B,10000,0,0.11,N,4,10.99,4.0
26,69846,RENT,EDUCATION,F,22500,1,0.32,N,4,18.99,2.0
23,75000,OWN,MEDICAL,D,12500,0,0.17,Y,3,15.329999999999998,5.0
22,55000,RENT,PERSONAL,D,15000,0,0.27,Y,4,14.61,3.0000000000000004
24,122000,RENT,DEBTCONSOLIDATION,B,15000,0,0.12,N,2,11.58,4.0
24,62500,OWN,HOMEIMPROVEMENT,C,6500,0,0.1,N,3,13.22,8.0
26,93492,RENT,PERSONAL,B,20000,0,0.21,N,2,9.450000000000001,0.0
26,37000,RENT,PERSONAL,B,14000,1,0.38,N,2,9.88,0.0
23,61615,MORTGAGE,MEDICAL,B,13000,0,0.21,N,3,10.62,4.0
22,50000,MORTGAGE,VENTURE,A,7800,0,0.16,N,2,6.62,6.000000000000001
22,75000,RENT,EDUCATION,B,5000,0,0.07,N,4,11.49,5.0
21,42500,RENT,DEBTCONSOLIDATION,B,2500,0,0.06,N,4,10.59,0.0
26,45000,MORTGAGE,VENTURE,A,5000,0,0.11,N,2,6.99,6.000000000000001
25,33500,RENT,MEDICAL,B,10000,0,0.3,N,3,10.25,2.0
26,75000,RENT,EDUCATION,B,12000,0,0.16,N,3,10.38,0.0
24,45000,RENT,EDUCATION,E,6000,1,0.13,Y,3,17.189999999999998,0.0
23,54000,RENT,MEDICAL,B,4500,1,0.08,N,3,11.534,7.0
21,61000,RENT,EDUCATION,B,7500,0,0.12,N,4,10.39,3.0000000000000004
22,28800,OWN,EDUCATION,D,10000,0,0.35,Y,2,16.489999999999995,2.0
25,56204,RENT,MEDICAL,D,12000,1,0.21,Y,2,14.11,3.0000000000000004
25,57300,RENT,HOMEIMPROVEMENT,C,10400,0,0.18,Y,4,11.66,2.0
23,66000,RENT,EDUCATION,B,9200,0,0.14,N,2,11.86,0.0
24,8400,RENT,EDUCATION,C,1500,1,0.18,N,4,13.99,3.8
23,83600,RENT,PERSONAL,A,15000,1,0.18,N,3,8.49,7.0
24,45996,RENT,EDUCATION,C,2000,0,0.04,Y,4,12.98,3.0000000000000004
22,24000,MORTGAGE,EDUCATION,A,1300,0,0.05,N,3,5.42,4.0
22,50000,RENT,VENTURE,C,13000,0,0.26,N,3,12.23,3.0000000000000004
22,70000,MORTGAGE,VENTURE,B,14400,0,0.21,N,4,11.71,3.0000000000000004
23,47233,RENT,DEBTCONSOLIDATION,B,5000,0,0.11,N,4,11.36,7.0
23,39996,RENT,PERSONAL,B,2000,0,0.05,N,2,11.166,7.0
26,51600,OWN,EDUCATION,B,15000,0,0.29,N,4,9.88,10.0
24,72000,MORTGAGE,VENTURE,A,12000,0,0.17,N,4,5.42,1.0
21,44004,RENT,EDUCATION,B,7000,1,0.16,N,2,11.46,2.0
23,60000,RENT,EDUCATION,A,7000,0,0.12,N,4,5.79,4.0
23,63000,RENT,VENTURE,D,16000,1,0.25,Y,2,14.42,0.0
23,42000,RENT,EDUCATION,B,6500,0,0.15,N,3,10.37,2.0
23,65000,RENT,EDUCATION,B,3600,0,0.06,N,3,10.59,7.0
25,48500,OTHER,PERSONAL,E,19500,1,0.4,N,3,15.57,1.0
21,42000,RENT,VENTURE,D,1000,1,0.02,N,4,15.58,5.0
26,45000,MORTGAGE,DEBTCONSOLIDATION,C,7750,0,0.17,N,4,12.529999999999998,0.0
25,120000,RENT,VENTURE,C,4800,0,0.04,N,4,14.22,9.0
25,49000,RENT,EDUCATION,A,9600,1,0.2,N,4,7.509999999999999,10.0
26,22800,RENT,PERSONAL,C,5000,0,0.22,Y,2,13.57,4.0
22,55000,MORTGAGE,VENTURE,A,10000,0,0.18,N,2,5.79,6.000000000000001
23,36000,MORTGAGE,PERSONAL,C,14000,0,0.39,N,3,12.99,6.000000000000001
24,70000,RENT,MEDICAL,A,10000,0,0.14,N,3,7.29,0.0
23,27000,RENT,EDUCATION,C,6000,0,0.22,Y,3,11.66,6.000000000000001
22,58608,RENT,MEDICAL,A,10000,0,0.17,N,2,7.509999999999999,4.0
22,39000,OWN,MEDICAL,A,1000,0,0.03,N,2,6.566,6.000000000000001
22,185000,RENT,EDUCATION,B,25000,0,0.14,N,4,11.36,4.0
23,80400,RENT,EDUCATION,A,9000,0,0.11,N,4,7.509999999999999,4.0
24,41000,RENT,DEBTCONSOLIDATION,C,7000,0,0.17,N,2,12.529999999999998,1.0
25,57000,RENT,PERSONAL,B,9500,0,0.17,N,2,12.529999999999998,1.0
26,51600,RENT,EDUCATION,A,5000,1,0.1,N,2,8.94,1.0
22,20000,RENT,VENTURE,B,5000,0,0.25,N,2,11.86,2.0
25,60000,MORTGAGE,PERSONAL,B,6900,0,0.12,N,2,9.99,2.0
24,50500,RENT,EDUCATION,A,9600,0,0.19,N,4,6.79,7.0
23,33000,RENT,EDUCATION,C,8000,0,0.24,N,3,13.0,4.0
24,38000,MORTGAGE,DEBTCONSOLIDATION,B,16000,0,0.42,N,2,10.99,3.0000000000000004
21,104740,MORTGAGE,EDUCATION,B,19200,0,0.18,N,2,11.99,5.0
26,76800,MORTGAGE,VENTURE,A,12800,0,0.17,N,3,6.92,2.0
23,92004,MORTGAGE,EDUCATION,B,24250,0,0.26,N,2,11.12,7.0
23,44004,OWN,EDUCATION,A,17000,0,0.39,N,2,6.62,7.0
23,36100,RENT,DEBTCONSOLIDATION,A,5000,0,0.14,N,2,7.49,2.0
22,31000,RENT,PERSONAL,B,5550,1,0.18,N,3,11.36,5.0
24,49000,MORTGAGE,EDUCATION,A,2700,0,0.06,N,3,6.92,5.0
24,63410,MORTGAGE,MEDICAL,E,20000,1,0.27,N,4,17.51,3.0000000000000004
25,70000,MORTGAGE,VENTURE,A,14000,0,0.2,N,2,5.42,6.000000000000001
26,103000,MORTGAGE,EDUCATION,D,5000,0,0.05,N,4,14.96,10.0
22,21000,RENT,DEBTCONSOLIDATION,D,8000,1,0.38,Y,4,16.77,7.0
25,48600,RENT,MEDICAL,A,12000,0,0.25,N,2,6.8839999999999995,0.0
25,27800,OWN,EDUCATION,A,14125,0,0.51,N,2,6.99,5.4
23,54000,RENT,VENTURE,B,15550,0,0.29,N,4,11.71,7.0
25,42000,RENT,DEBTCONSOLIDATION,B,6000,0,0.14,N,2,11.254000000000001,1.0
24,53000,MORTGAGE,PERSONAL,D,10000,0,0.19,N,2,14.909999999999998,8.0
24,86400,MORTGAGE,DEBTCONSOLIDATION,A,12200,0,0.14,N,2,7.29,2.0
24,90000,MORTGAGE,HOMEIMPROVEMENT,C,5000,0,0.06,Y,3,11.34,8.0
25,33000,MORTGAGE,VENTURE,A,8000,0,0.24,N,3,6.62,6.000000000000001
24,70000,MORTGAGE,HOMEIMPROVEMENT,A,17000,0,0.24,N,4,7.509999999999999,2.0
24,12000,OWN,PERSONAL,B,2500,1,0.21,N,4,12.69,4.0
24,72000,OWN,EDUCATION,B,16000,0,0.22,N,2,12.42,4.0
24,28590,RENT,DEBTCONSOLIDATION,D,8000,1,0.28,Y,2,15.65,7.0
24,70550,RENT,MEDICAL,D,9000,1,0.11,Y,2,15.049999999999999,8.0
26,51000,MORTGAGE,DEBTCONSOLIDATION,D,13000,1,0.25,Y,2,15.329999999999998,10.0
26,33800,RENT,PERSONAL,C,13000,1,0.38,Y,2,13.57,4.0
22,74000,RENT,VENTURE,A,5050,0,0.07,N,4,5.42,4.0
25,61000,RENT,MEDICAL,A,6000,0,0.1,N,3,6.52,9.0
24,91000,MORTGAGE,PERSONAL,A,1000,0,0.01,N,4,7.68,0.0
21,65004,MORTGAGE,EDUCATION,B,5000,0,0.08,N,4,9.99,5.0
24,83100,RENT,PERSONAL,E,5000,0,0.06,Y,3,16.35,5.0
22,40000,RENT,DEBTCONSOLIDATION,A,4000,0,0.1,N,3,7.812,2.0
26,54000,MORTGAGE,MEDICAL,A,8500,1,0.16,N,3,5.42,10.0
23,60000,MORTGAGE,EDUCATION,C,7000,0,0.12,Y,2,12.99,6.000000000000001
22,44004,RENT,DEBTCONSOLIDATION,A,5000,0,0.11,N,3,8.9,2.0
22,107000,MORTGAGE,HOMEIMPROVEMENT,E,24000,1,0.22,Y,4,19.69,6.000000000000001
23,25800,RENT,PERSONAL,C,6000,0,0.23,Y,4,13.739999999999998,2.0
24,90000,RENT,PERSONAL,B,10000,0,0.11,N,4,10.746,8.0
24,21600,RENT,EDUCATION,B,10000,1,0.46,N,3,9.91,2.4000000000000004
26,59000,RENT,EDUCATION,C,20000,1,0.34,N,2,13.038000000000002,3.0000000000000004
26,130000,MORTGAGE,EDUCATION,D,35000,0,0.27,N,3,18.249999999999996,5.0
26,84000,RENT,DEBTCONSOLIDATION,D,15000,1,0.18,Y,2,16.0,7.0
23,108366,RENT,HOMEIMPROVEMENT,F,35000,1,0.32,N,2,20.25,7.0
22,64000,RENT,DEBTCONSOLIDATION,A,6600,0,0.1,N,4,8.9,5.0
23,40000,RENT,VENTURE,B,10000,0,0.25,N,3,10.36,7.0
25,63128,RENT,VENTURE,A,1500,0,0.02,N,2,7.49,4.6000000000000005
26,48000,RENT,EDUCATION,E,15000,1,0.31,N,3,18.64,1.0
25,56000,MORTGAGE,PERSONAL,A,5000,0,0.09,N,4,5.42,6.000000000000001
25,100000,MORTGAGE,PERSONAL,B,17600,0,0.18,N,3,10.59,9.0
26,80000,MORTGAGE,VENTURE,A,6300,0,0.08,N,4,5.79,0.0
24,425000,MORTGAGE,EDUCATION,A,10000,0,0.02,N,3,7.88,8.0
24,55680,MORTGAGE,PERSONAL,B,7875,0,0.14,N,3,10.65,4.0
24,140300,MORTGAGE,MEDICAL,B,6000,0,0.04,N,3,11.14,6.000000000000001
22,36000,MORTGAGE,DEBTCONSOLIDATION,A,5250,0,0.15,N,2,6.548,3.0000000000000004
25,34000,RENT,DEBTCONSOLIDATION,B,20000,1,0.59,N,2,8.88,10.0
25,79404,OTHER,VENTURE,D,20000,0,0.25,N,3,15.049999999999999,0.0
25,69000,RENT,DEBTCONSOLIDATION,D,10000,1,0.14,Y,2,14.09,3.0000000000000004
21,30000,RENT,MEDICAL,D,5000,1,0.17,Y,4,14.96,2.0
22,60000,RENT,EDUCATION,A,6025,0,0.1,N,4,8.144,0.0
24,29232,MORTGAGE,VENTURE,B,11000,0,0.38,N,2,11.71,1.0
23,37500,RENT,PERSONAL,A,1800,0,0.05,N,2,8.94,0.0
22,59000,RENT,DEBTCONSOLIDATION,B,11000,0,0.19,N,3,10.74,2.0
23,32388,MORTGAGE,VENTURE,B,6000,0,0.19,N,4,10.71,0.0
23,48000,RENT,VENTURE,C,10000,0,0.21,Y,3,12.84,1.0
22,36600,MORTGAGE,VENTURE,A,9950,0,0.27,N,3,7.29,2.0
25,45000,MORTGAGE,EDUCATION,B,3800,0,0.08,N,3,10.65,5.0
23,100000,MORTGAGE,DEBTCONSOLIDATION,A,7000,0,0.07,N,4,8.59,0.0
25,29000,RENT,MEDICAL,C,2500,1,0.09,Y,4,12.84,2.0
22,12000,RENT,MEDICAL,A,6700,1,0.56,N,4,7.660000000000001,0.0
26,70000,RENT,DEBTCONSOLIDATION,B,10000,0,0.14,N,3,9.450000000000001,2.0
22,70800,RENT,EDUCATION,C,10000,0,0.14,N,2,12.61,6.000000000000001
24,30000,RENT,MEDICAL,A,3000,0,0.1,N,4,6.029999999999999,2.0
26,24500,RENT,EDUCATION,B,8875,1,0.36,N,3,10.0,4.0
23,40000,RENT,DEBTCONSOLIDATION,B,2000,0,0.05,N,4,11.71,5.0
25,174000,MORTGAGE,EDUCATION,C,8800,0,0.05,N,4,14.27,2.0
26,72600,MORTGAGE,VENTURE,A,4500,0,0.06,N,3,7.74,3.0000000000000004
26,75000,RENT,PERSONAL,A,20000,0,0.27,N,2,6.91,5.0
25,42000,RENT,VENTURE,B,2000,0,0.05,N,3,9.25,2.0
22,89250,MORTGAGE,MEDICAL,D,7500,1,0.07,Y,2,13.24,6.000000000000001
21,12000,RENT,PERSONAL,C,2200,1,0.18,N,4,13.048,0.0
23,57600,MORTGAGE,EDUCATION,B,1000,0,0.02,N,2,11.277999999999999,0.0
23,50000,MORTGAGE,VENTURE,B,17000,0,0.34,N,4,12.42,6.000000000000001
25,70000,MORTGAGE,HOMEIMPROVEMENT,B,12000,0,0.17,N,4,10.37,6.000000000000001
21,30000,RENT,VENTURE,C,6000,1,0.2,N,4,13.16,1.0
22,100000,MORTGAGE,EDUCATION,B,12000,0,0.12,N,4,11.110000000000001,3.0000000000000004
22,33300,RENT,MEDICAL,B,13250,1,0.4,N,3,11.272,0.0
23,19200,OWN,HOMEIMPROVEMENT,A,6000,1,0.31,N,4,6.54,2.2
25,41000,RENT,PERSONAL,B,8000,0,0.2,N,2,10.99,3.0000000000000004
24,55000,MORTGAGE,HOMEIMPROVEMENT,A,10000,0,0.18,N,2,5.79,8.0
24,35000,MORTGAGE,VENTURE,B,8575,0,0.24,N,3,10.65,6.000000000000001
21,62000,MORTGAGE,PERSONAL,A,6000,0,0.1,N,4,7.509999999999999,2.0
23,54000,MORTGAGE,PERSONAL,B,5000,0,0.09,N,2,9.99,3.1999999999999997
22,10800,RENT,MEDICAL,C,3600,1,0.33,Y,3,12.23,1.5999999999999999
23,70000,OWN,VENTURE,B,3600,0,0.05,N,4,10.59,0.0
23,100000,MORTGAGE,VENTURE,B,25000,0,0.25,N,4,11.71,7.0
21,13806,RENT,EDUCATION,C,4750,1,0.34,Y,2,12.73,6.000000000000001
23,69743,MORTGAGE,VENTURE,D,1000,0,0.01,N,2,14.11,7.0
23,41000,RENT,EDUCATION,A,4700,0,0.11,N,4,7.9,7.0
23,55000,MORTGAGE,MEDICAL,C,8000,0,0.15,Y,2,13.85,5.0
25,140000,MORTGAGE,PERSONAL,B,35000,0,0.25,N,4,10.59,9.0
23,43000,MORTGAGE,EDUCATION,A,9000,0,0.21,N,2,9.629999999999999,1.0
22,31200,RENT,EDUCATION,B,3200,0,0.1,N,4,11.99,1.0
23,46852,RENT,EDUCATION,B,6800,1,0.15,N,4,10.65,3.0000000000000004
23,72000,MORTGAGE,VENTURE,A,9000,0,0.13,N,2,6.76,7.0
21,39900,RENT,EDUCATION,B,6000,0,0.15,N,2,11.49,3.0000000000000004
26,59000,RENT,MEDICAL,D,12000,1,0.2,N,4,15.663999999999998,3.0000000000000004
22,67500,RENT,VENTURE,B,7500,0,0.11,N,3,9.76,1.0
21,23000,MORTGAGE,DEBTCONSOLIDATION,A,7000,0,0.3,N,4,8.9,2.0
24,30000,RENT,DEBTCONSOLIDATION,A,6000,0,0.2,N,3,7.509999999999999,6.000000000000001
22,50000,MORTGAGE,VENTURE,B,10000,0,0.2,N,4,9.88,6.000000000000001
21,18000,RENT,DEBTCONSOLIDATION,A,3000,1,0.17,N,2,7.9,0.0
24,34900,RENT,VENTURE,B,5000,0,0.14,N,3,11.49,3.0000000000000004
21,18000,RENT,VENTURE,A,3200,1,0.18,N,2,8.49,1.0
25,98000,OWN,HOMEIMPROVEMENT,A,2000,0,0.02,N,3,7.37,0.0
23,51996,RENT,PERSONAL,C,4000,0,0.08,Y,2,13.98,7.0
26,100000,MORTGAGE,DEBTCONSOLIDATION,A,7500,0,0.07,N,3,8.32,7.0
23,33000,RENT,VENTURE,D,4800,0,0.15,N,4,14.539999999999996,5.0
24,112000,MORTGAGE,PERSONAL,A,3500,0,0.03,N,4,5.42,8.0
23,32000,RENT,EDUCATION,A,4000,0,0.13,N,3,7.68,0.0
26,67983,MORTGAGE,MEDICAL,D,15000,1,0.19,N,3,16.489999999999995,7.0
23,20400,RENT,MEDICAL,A,1200,0,0.06,N,2,7.9,2.0
24,45792,RENT,PERSONAL,B,17000,1,0.37,N,3,10.38,3.0000000000000004
25,56004,RENT,PERSONAL,C,7000,0,0.12,N,4,14.22,3.0000000000000004
25,35000,OWN,VENTURE,C,4000,0,0.11,N,4,13.11,9.0
25,30000,RENT,MEDICAL,B,4000,0,0.13,N,3,9.76,6.000000000000001
23,92000,MORTGAGE,EDUCATION,C,18000,0,0.2,N,2,12.68,7.0
24,56100,RENT,MEDICAL,D,20000,1,0.3,Y,4,14.74,4.0
24,85000,RENT,MEDICAL,B,25000,0,0.29,N,4,10.62,5.0
23,69996,RENT,DEBTCONSOLIDATION,C,5600,0,0.08,N,4,13.11,7.0
23,37000,MORTGAGE,MEDICAL,D,3600,1,0.1,N,4,15.619999999999997,3.0000000000000004
25,43000,MORTGAGE,DEBTCONSOLIDATION,A,10000,0,0.23,N,3,7.88,5.0
24,62000,MORTGAGE,PERSONAL,A,6200,0,0.1,N,2,6.588,7.0
23,60000,RENT,VENTURE,A,9000,0,0.15,N,2,6.17,2.0
23,32000,RENT,MEDICAL,C,8500,0,0.27,Y,4,13.16,0.0
24,42000,RENT,MEDICAL,A,12000,0,0.29,N,2,7.660000000000001,0.0
25,43200,OWN,VENTURE,B,13800,0,0.32,N,2,11.48,9.0
24,80000,MORTGAGE,VENTURE,D,5000,0,0.06,N,2,15.619999999999997,8.0
25,77000,MORTGAGE,DEBTCONSOLIDATION,F,7200,1,0.09,N,2,18.53,1.0
24,62500,MORTGAGE,EDUCATION,A,6000,0,0.1,N,3,5.79,2.0
25,63600,MORTGAGE,DEBTCONSOLIDATION,B,7000,1,0.11,N,4,11.49,9.0
22,19200,MORTGAGE,EDUCATION,D,5000,1,0.26,Y,2,15.329999999999998,3.0000000000000004
22,89000,MORTGAGE,VENTURE,C,16000,0,0.18,N,2,13.22,6.000000000000001
24,80000,MORTGAGE,EDUCATION,A,16000,0,0.2,N,3,7.88,6.000000000000001
24,59000,MORTGAGE,EDUCATION,C,6800,1,0.12,N,2,12.529999999999998,3.0000000000000004
25,34000,RENT,EDUCATION,C,10000,1,0.29,Y,2,13.79,0.0
22,50000,OWN,VENTURE,A,6000,0,0.12,N,4,8.94,3.0000000000000004
24,30000,RENT,PERSONAL,E,10000,1,0.33,N,3,19.29,0.0
24,46000,RENT,PERSONAL,D,5975,1,0.13,Y,4,14.46,0.0
25,80000,RENT,VENTURE,B,16000,0,0.2,N,2,9.88,0.0
24,89772,RENT,DEBTCONSOLIDATION,C,6000,0,0.07,Y,3,13.92,8.0
25,33000,MORTGAGE,VENTURE,B,3000,0,0.09,N,3,11.99,9.0
21,20000,RENT,MEDICAL,A,2000,0,0.1,N,3,6.558,0.0
23,54000,RENT,EDUCATION,B,1500,0,0.03,N,4,9.62,7.0
22,30000,RENT,MEDICAL,C,6500,0,0.22,N,3,13.85,4.0
24,70000,RENT,VENTURE,C,14400,0,0.21,N,4,12.68,4.0
23,96000,RENT,EDUCATION,B,10000,0,0.1,N,3,10.65,7.0
22,39000,MORTGAGE,EDUCATION,A,7000,1,0.18,N,3,8.94,6.000000000000001
26,105000,MORTGAGE,MEDICAL,A,5000,0,0.05,N,4,8.49,11.0
22,56000,RENT,EDUCATION,E,18250,1,0.33,N,3,16.7,6.000000000000001
23,100000,RENT,EDUCATION,B,4150,0,0.04,N,4,10.65,4.0
22,48000,RENT,EDUCATION,A,1000,0,0.02,N,4,7.29,0.0
21,35000,RENT,VENTURE,A,10000,0,0.29,N,3,7.660000000000001,6.000000000000001
21,39900,RENT,EDUCATION,A,12000,0,0.3,N,4,7.9,0.0
22,19008,OWN,VENTURE,A,12000,1,0.63,N,2,5.42,4.2
25,30000,RENT,MEDICAL,B,2000,0,0.07,N,3,10.38,2.0
25,96000,RENT,DEBTCONSOLIDATION,B,12000,0,0.13,N,3,11.99,3.0000000000000004
25,101424,RENT,PERSONAL,A,2000,0,0.02,N,3,7.29,6.000000000000001
26,26400,MORTGAGE,DEBTCONSOLIDATION,C,8500,0,0.32,N,4,13.23,10.0
24,29200,MORTGAGE,DEBTCONSOLIDATION,A,2500,0,0.09,N,2,6.76,6.000000000000001
25,44000,RENT,PERSONAL,D,10000,1,0.23,N,2,15.65,2.0
25,45000,RENT,EDUCATION,A,11250,0,0.25,N,4,9.38,2.0
